screen_name,description,followers_count,statuses_count,created_at,mentions_ibm,blank_bio
MatthiasGreili1,,3,0,Sun May 05 15:14:01 +0000 2019,0,1
Prasath40916910,,20,0,Fri Apr 01 12:06:16 +0000 2016,0,1
kmyounes,Network Engineering Student | Sysadmin,22,90,Sun May 29 20:05:52 +0000 2016,0,0
bharat_badyal,"tech lover,freelancer,coder",16,72,Mon Jun 19 17:57:27 +0000 2017,0,0
sharwankumar261,,2,0,Sat Oct 01 16:08:28 +0000 2016,0,1
leoc_san,,3,0,Sun May 05 15:17:46 +0000 2019,0,1
N_CHUBB,"Pittsburgh! Degrees from #Pitt, working on one from #CMU. Tweets are my own.",167,376,Thu Jul 28 17:56:12 +0000 2011,0,0
JamesHiegel,,16,55,Fri Sep 21 15:18:50 +0000 2012,0,1
730flako,The Old me,4,9,Sat Aug 22 21:46:09 +0000 2015,0,0
AfiKhan0,Professional logo designer,19,1467,Sun May 05 15:32:09 +0000 2019,0,0
AlWahsh_Ezz,,6,10,Sat Oct 20 03:09:33 +0000 2018,0,1
JacintheFrangie,,4,0,Sun May 05 11:47:17 +0000 2019,0,1
Kalli_oh,,1,0,Wed Aug 09 02:46:39 +0000 2017,0,1
AWildBeard,"Absolute Scrub & Perpetual Noob.

PGP: https://t.co/lLseq0pB0e",80,549,Fri Dec 02 07:12:16 +0000 2016,0,0
GioGonz27971322,,1,6,Tue Apr 23 11:52:07 +0000 2019,0,1
creativeweblogo,Creative Web Logo Technology EXPERT - #SAP #SAPMII #UI5 #SAPMES #OEE #Manufacturing #Industry40 #ABAP #S4HANA #SAPFiori #SAPSD #SAPMM #SAPPP  #SAPWM,475,36,Thu Jul 30 11:26:04 +0000 2009,0,0
meifutonaka,,0,6,Mon Sep 24 13:21:22 +0000 2012,0,1
fudonglee,,27,40,Sun Sep 09 02:47:46 +0000 2012,0,1
JohnJager11,,4,14,Mon Jul 09 18:19:43 +0000 2018,0,1
ShammiAkhter11,,0,0,Sun May 05 12:38:23 +0000 2019,0,1
leon19122,,9,77,Wed Feb 13 22:51:55 +0000 2019,0,1
UnrInternet,"end to end erp project implementation, think erp, think UnR",2,2,Sun May 05 13:37:23 +0000 2019,0,0
MSakthiA,,8,17,Thu Aug 31 18:08:03 +0000 2017,0,1
ChibaHifumi,"The account for my #PRIVATE #STUDY. : “NoFollowBack, NoReply, NoComment.”［©︎ #FortuneTeller🔮, #model, #AnimalLover］/ follow/fav/RTs ≠ E. ↓:My Photo Book",25,7821,Sun Jun 24 19:44:23 +0000 2007,0,0
YAMAKO_HIMAJIN,ノリで生きてます。 やりたい事やってかんとね！中田ヤスタカさんと真鍋大度さん（Rhizomatiks) を尊敬します。,140,1515,Sun May 14 17:27:54 +0000 2017,0,0
lotustiga,🦸‍♂️🦹‍♀️🕵️‍♀️ 🕵️‍♂️ 👩‍⚕️,368,14174,Wed Apr 24 23:36:36 +0000 2019,0,0
raju_boorla,,11,33,Wed Nov 11 15:30:38 +0000 2015,0,1
NuruzzamanNilo1,Graphic Designer and seller at Fiverr.,14,388,Wed Feb 08 17:41:37 +0000 2017,0,0
SoldicStipe,Zaprati te me na instagramu stipx7 važi samo za poznanike,14,74,Sun May 05 09:15:04 +0000 2019,0,0
aopsora,This is travler and book addicted girl.,100,937,Wed Sep 14 21:29:10 +0000 2011,0,0
NathanAkrontyre,,3,0,Sun Dec 24 03:17:28 +0000 2017,0,1
Peter25429518,,0,0,Sun May 05 12:54:02 +0000 2019,0,1
hothomegood,Welcome to Hot Home Goods! We have all the right products to make your house a home. Stop by and find great home decor products today!,1154,2744,Fri May 12 15:00:38 +0000 2017,0,0
foxnetradio,,17,29,Sat Nov 15 03:20:16 +0000 2008,0,1
CobenoYolande,Chaine Youtube Yolande Cobeno -Architecte Patrimoine et Culture sur Numérique,228,25,Thu Oct 25 12:19:42 +0000 2018,0,0
LarryTy08169596,,5,247,Sat May 04 08:07:20 +0000 2019,0,1
SravanVattikuti,,7,0,Tue Aug 14 18:15:59 +0000 2018,0,1
sachinpandey614,Founder at Skillship Foundation |Managing Director at MWLabs,77,129,Mon Sep 29 03:08:45 +0000 2014,0,0
HashemiNasiba,kind,4,1,Mon Mar 18 17:08:00 +0000 2019,0,0
bockelt,Senior Vice President @dbschenker Global Digital Solutions #iot #digitaltransformation #blockchain #logistics #platformeconomy @digitvaluechain,222,484,Tue Oct 24 08:43:30 +0000 2017,0,0
qasimma78216292,,4,9,Fri Apr 26 10:53:37 +0000 2019,0,1
Young_Coder2,"A computer science student, in love with programming mostly using C and C++ programming language, taking AWS courses passionate with technology, in Linux world.",70,257,Sun Apr 15 06:16:43 +0000 2018,0,0
Imtiyaj38921313,30,0,1,Sun May 05 11:49:51 +0000 2019,0,0
IncredibleDesi8,"Hello everyone.
I'm Lamisa Chawdhury.",6,4,Wed May 01 08:45:38 +0000 2019,0,0
sarathreddy435,,7,1,Thu Apr 06 17:10:52 +0000 2017,0,1
Digitvaluechain,#DigitalValueChain is logistics thought digital! The digital value chain hub of DB Schenker pushes the effort for data-driven and customer-centric solutions.,324,121,Sun Feb 03 08:43:26 +0000 2019,0,0
7HRYjmBhc3KH3aH,"北海道在住の大学生
やる気はある",5,53,Fri Feb 15 12:29:20 +0000 2019,0,0
yogeshv12590363,"business developer👔
business consultant👋
worldwide business🗺️
low investment huge earnings🤑
helping others to earn💰💸 
DM to know more💱",22,2,Sun May 05 10:32:49 +0000 2019,0,0
im_g_harsha,,7,9,Thu Dec 28 12:45:52 +0000 2017,0,1
SH59044320,,1,0,Sun May 05 10:15:27 +0000 2019,0,1
MohammedRidhaF1,,2,7,Thu Nov 15 11:20:13 +0000 2018,0,1
Rmichaelknightz,MusixLover🎧 Photo Addicts🎥 Wanderlust 🌏 Daring2Face 👊 Logical Thnkr 🤔 Polymath 😇 Assiduous 🤗 Hindu Malaysian 😎,77,2892,Thu Dec 17 11:51:07 +0000 2015,0,0
Baskar64385702,Just Enjoying My Every Seconds..!!,4,0,Wed May 01 16:50:46 +0000 2019,0,0
uTodorokii,"Get more bottles, these bottles are lonely.

xd",5,0,Mon Dec 10 00:42:59 +0000 2018,0,0
NolealSarah,Online Advertiser💯😉❤️,1,0,Sun May 05 09:03:27 +0000 2019,0,0
MasihullahAlla1,پښتون یم ♥پښتو به وایم ♥پښتو به لیکم,261,28,Sat Jul 28 03:07:45 +0000 2018,0,0
lukan45698932,Roses r red violets r blue u r a problem and I am 2,1,11,Sun May 05 09:03:49 +0000 2019,0,0
Harsh93007920,Hey!,3,4,Fri May 03 05:25:00 +0000 2019,0,0
yuruhuzoku,うんこ処理係,299,4305,Sun Dec 27 13:41:35 +0000 2009,0,0
Iamafodam,,397,2973,Fri Jul 29 20:00:24 +0000 2011,0,1
vikramjainvj,curious,79,62,Wed Apr 14 15:13:11 +0000 2010,0,0
simeonlead,,4,59,Sun Aug 05 14:23:28 +0000 2012,0,1
RoarKarlsen5,,1,0,Sat Feb 09 22:56:06 +0000 2019,0,1
severinschleps,,3,0,Thu Apr 18 06:10:07 +0000 2019,0,1
MichaelRobin16,,8,0,Sat Sep 19 18:07:37 +0000 2015,0,1
AnvarKlty,"chairman@BILLMAN LIFESTYLE PRODUCTS, Managing director@MARIYAM AGENCIES",1,0,Sun Apr 28 15:55:21 +0000 2019,0,0
nailujjal,,7,77,Fri Aug 13 16:53:35 +0000 2010,0,1
anu_ntimes,"Learner
@Trade
@FoodSecurityProject @AgricultureEconomy",71,92,Fri Aug 14 13:26:22 +0000 2015,0,0
legendary_AYO,"Undergraduate... A Tutor, PHYSICIST. Love reading, playing games, making new friends 😜",237,1259,Mon Apr 17 21:23:47 +0000 2017,0,0
NourahAlagl,"‏‏‏مزعجه احب الهدوء | a millionaire to-be | 
اللهم احفظ لي عائلتي ولا تريني حياه تخلو من وجودهم ♥️",102,846,Tue Nov 29 19:38:16 +0000 2011,0,0
AlAminG76358075,,0,0,Tue Apr 30 04:24:44 +0000 2019,0,1
SeirigoJ,positive possible,6,9,Sun May 05 07:52:09 +0000 2019,0,0
anbil61308098,,0,0,Sun May 05 07:40:22 +0000 2019,0,1
razzouz94,,8,1,Thu Aug 01 06:43:20 +0000 2013,0,1
_varunverma,Passionate about creation | Developer | Follow my latest app development updates @clientchief,122,140,Fri Sep 19 08:41:27 +0000 2014,0,0
rrm003,Student,14,7,Sat Apr 29 21:00:32 +0000 2017,0,0
kojiron9876,ぐだー,41,1842,Fri Mar 02 11:16:48 +0000 2018,0,0
GeleraCarlo,,4,0,Sat May 04 12:26:18 +0000 2019,0,1
kursadcakal,Gazi CENG 🇹🇷,9,0,Thu Nov 02 17:27:37 +0000 2017,0,0
yoshiro_sasaki_,,25,1,Sun May 05 07:00:34 +0000 2019,0,1
ram_skeptic,You don't wanna get to know me this way. Find me let's talk.,41,5,Mon May 06 18:02:19 +0000 2013,0,0
Ali844u,,4,3,Sat Jan 09 10:59:19 +0000 2010,0,1
KaanSavukduran,Emekli Muz Kabuğu Mühendisi. TC Kimlik numaram: 6328325836272 IBAN numaram: 5263472256258. Sosyalizm devrim falan AKP'li kızlar eklesin.,55,857,Fri May 05 22:29:34 +0000 2017,0,0
kandekore,"Don’t pay the Earth, to reach the World. We’re a creative agency based in the heart of Birmingham, get in touch today to see how we can help.",32,23,Thu Mar 19 01:45:25 +0000 2009,0,0
sarvottamsingh4,#Man on mission to live the astonishing life possible come what may. #DataAnalyst @Hcltech #India Delhi #Save the animal #Life TOO short for BAD vibes,31,83,Tue Mar 08 03:45:01 +0000 2016,0,0
txrwxr,"Sith Lord 🧙🏻‍♂️| I ❤️ CyberSec | Music🎶,Pizza🍕|Computer Things👨🏻‍💻 | Ethical Hacker ⠠⠵🏴‍☠️ |▫▪▫▫▫▪▪▪▪ ٩(×̯×)۶ | 🗣🇪🇸🇺🇸| Learning 🇩🇪🇸🇮",102,57,Sat Feb 06 04:18:40 +0000 2010,0,0
jubiphung,"Founder & Managing Director HaokipITES Pvt. Ltd. 
 #B2B Marketing Lead/Demand generation, #24/7 Customer service #IT support.",248,448,Sun Sep 30 06:04:22 +0000 2018,0,0
subarkah_id,This User doesn't have Bio,1,27,Sat Apr 06 01:01:41 +0000 2019,0,0
urvashigupta810,kind heart... fierce mind ... brave soul..,10,8,Sat Nov 12 08:08:33 +0000 2016,0,0
mach5000,"Dubai resident into the amazing world of online marketing. Sometimes learning, sometimes coaching ! It's all fun ! :)",647,1881,Sat Nov 29 04:50:02 +0000 2008,0,0
Nombuso31044549,Super outgoing,4,0,Sun May 05 06:16:57 +0000 2019,0,0
CK3Entrepreneur,,6,101,Sun May 05 06:13:07 +0000 2019,0,1
JannieRykaart,,89,109,Mon Jun 13 08:25:08 +0000 2016,0,1
GaryPriceLondon,"Professional IT/Tech, amateur economics/politics",248,3974,Mon Mar 15 06:28:25 +0000 2010,0,0
ErBhabaniMishra,,13,48,Mon Apr 19 17:49:32 +0000 2010,0,1
rontran94,,3,0,Sun Oct 04 17:22:25 +0000 2015,0,1
KutwalSumit,Certified Salesforce Marketing Cloud Consultant | Certified Salesforce Marketing Cloud Email Specialists,39,9,Sun May 05 05:39:54 +0000 2019,0,0
Mantas87838246,,3,0,Tue Mar 26 16:30:53 +0000 2019,0,1
pludoUNO,"Digital Marketer | 📍 🇳🇬 Houston ,TX Aspiring Cyber-Security Analyst| I have a thing for digital trends and analysis! 🤟😎🧙🏿‍♂️",221,1438,Tue Sep 11 03:53:37 +0000 2018,0,0
mouselee_,鸽派,0,105,Mon Apr 29 16:40:27 +0000 2019,0,0
InsightSourcing,Views & ideas about #procurementservices and #talentmanagement plus an assortment of great quotes!,971,806,Wed Feb 24 18:51:44 +0000 2010,0,0
Naresh33544895,No 1 is my duty to do so,2,36,Thu Apr 11 05:15:03 +0000 2019,0,0
r_u_dumb_or_wat,am.,114,1101,Thu Mar 03 09:37:30 +0000 2011,0,0
jigneshvaidya9,Hardware networking,0,8,Sun May 05 03:16:04 +0000 2019,0,0
HareMello,,3,15,Mon Oct 01 21:40:51 +0000 2018,0,1
DesignByDarius,💻Website Designer 🎨Graphic Designer 👨🏾‍💻Brand Developer 📧Email me at: ContactMe@DesignedByDarius.com Click the link below to visit my website.,9,5,Thu Jul 19 07:35:34 +0000 2018,0,0
VishalShindeC,,100,259,Tue Mar 09 08:48:51 +0000 2010,0,1
iamruchitiwari,Talktive,0,4,Fri Apr 26 17:19:59 +0000 2019,0,0
SmithJo41990343,I so much believe in true love👩‍❤️‍💋‍👩,9,10,Sun May 05 04:01:59 +0000 2019,0,0
IshanPrasad12,"Bachelor of Computer Information Student, Developer
University of the Fraser Valley, Chandigarh",0,1,Sun May 05 03:57:26 +0000 2019,0,0
SJB48159679,A human bean,0,0,Sun May 05 04:03:28 +0000 2019,0,0
ndtinfo,,36,288,Mon Jun 01 07:28:46 +0000 2009,0,1
deepakupreti77,Sports Entertainment Music,32,2,Wed Jan 11 13:35:22 +0000 2017,0,0
EchoParq,We're a marketing and advertising business based in LA! We will promote your business(es) through short films and/or commercials! Email us at echoparq@gmail.com,81,32,Thu May 02 21:57:05 +0000 2019,0,0
MDSabbi63569436,"Hi, my name is MD Sabbir. I,am a graphic designer",16,25,Fri Apr 26 05:25:27 +0000 2019,0,0
Sqz1001,"Super Technology Geek Guy 👨🏼‍💻📡Cybersecurity, tech, coding, l33ting, React.JS, NodeJS,SaaS business development. Co-founder of @smartsoftksa",121,463,Wed May 01 01:58:34 +0000 2013,0,0
KarenDeee,#RegisterRepublican #GreyAmbassador,246,1856,Sat Feb 12 00:53:34 +0000 2011,0,0
BooraJatin,A student of Life!,19,344,Wed Dec 10 14:02:06 +0000 2014,0,0
OG_TOXIZ,🤬,1,47,Fri Jan 31 01:14:13 +0000 2014,0,0
italiya_chintan,,29,83,Mon Oct 24 05:03:55 +0000 2016,0,1
Laboratory_40,Founded with the aim to build and operate a small smart factory. The basic approach here is to map and show all processes in a cloudbased manner.,55,59,Wed Nov 21 16:52:43 +0000 2018,0,0
ParvitaRamnanan,Enjoy life the way you want😊🙏❤️😍✌️👩☮️,1387,635,Fri Jan 25 17:48:50 +0000 2019,0,0
AustriaNoBrasil,"Escritório Comercial da Áustria no Brasil e Consulado Geral em São Paulo.
Câmara de Comércio. Representação da Câmara Federal de Economia da Áustria.",8517,2613,Fri Apr 04 22:29:31 +0000 2014,0,0
TheEaglePodcast,Launching 1 October 2019 *** Wealth Reimagined | Spiritual • Economic • Social {Purpose • Power • Impact},3,4,Sun May 05 01:07:50 +0000 2019,0,0
ddannielleeee,,70,4827,Mon Jan 10 03:41:28 +0000 2011,0,1
TurboElias,"Master Cyclist, Population Healthcare executive in Florida. Former Global Accounts exec @ IBM and Lenovo leading the Global  Accounts business.",1,1,Sat Apr 27 20:04:02 +0000 2019,1,0
cvaveeya,,9,12,Tue Mar 27 01:22:14 +0000 2018,0,1
driedcitrusflo1,,0,2,Sat May 04 03:22:15 +0000 2019,0,1
jack_raw3,W&L soccer ‘22,159,149,Sat Nov 14 19:48:45 +0000 2015,0,0
kayne_kfmitch22,,6,4,Thu Mar 10 02:41:23 +0000 2016,0,1
nadje1,Bio,1700,6249,Sat Oct 02 09:46:19 +0000 2010,0,0
JaisturizI,,6,14,Sat May 04 23:02:02 +0000 2019,0,1
TheMarcusAllen,"""A nation of sheep will beget a government of wolves."" 

-Edward R. Murrow",3,1940,Fri Nov 11 16:52:41 +0000 2011,0,0
Shalini23953168,I am student,1,4,Sat May 04 23:46:11 +0000 2019,0,0
UsernameUstin,,4,159,Sat Apr 06 00:17:13 +0000 2019,0,1
SimonSedeSa1,Proud Indonesian. Anti imperialism. Educator.,120,2043,Mon Jan 21 00:10:20 +0000 2019,0,0
AHMED0127975595,"( mastermind )
 - Work in the fields - information technology & Account electronic & Data entry & Hardware Software Computer",38,3035,Tue Jan 22 01:45:45 +0000 2019,0,0
ArtyomKlimienko,,4,0,Fri Nov 07 03:29:56 +0000 2014,0,1
18Holes1,"Infrastructure Engineer who loves Family,Travel,R&B, Fast Cars,Golf,Triathlons,Fine dining,Football,Harleys,Jazz, Leaping tall buildings in a single bound.",2,58,Sat May 04 01:05:52 +0000 2019,0,0
SuchitBhalsing,,0,0,Thu Feb 23 10:35:01 +0000 2012,0,1
manoja328,"PhD student at #RIT, Interested in #DeepLearning  #NLP",166,250,Fri May 14 17:49:00 +0000 2010,0,0
SageNab,WTF,1,2,Fri Apr 26 13:14:15 +0000 2019,0,0
PDLadyConsults,Superwoman.Leader.Strategic.Responsibility.Belief. Individualization.Learner #PDLady #ConsultingTeacher #Homegrown🌱#iteach #iNspire #iLead #Up2PAR #TSU🐯BSU🐶,2616,7710,Sun Sep 16 22:29:01 +0000 2012,0,0
asifsharif190,"Full-Stack Developer, Co-Founder at @apptnotify Laravel Developer, UI/UX Expert, Front-End Engineer",2392,2520,Thu Oct 02 11:47:29 +0000 2014,0,0
devon_gjerstad,,541,102,Wed Aug 16 15:43:41 +0000 2017,0,1
Warrior7601,j̨̳̞̰͎̯͐̉̈͆̓͜ừ̻̻̠̳̝͋͋̏̀̀̓͞s̨̞̫͙̫̣̊͌͆̓͒̿̚̚͞t̸̠̬̱̪̠͚̗̱̞̔̃̊͆̒̂͘͜͠͡ y̴̟̟̥̹̩̣̅̑̒̿̔̈́̓o̵̞̮͈͛̏̄͢͠͞͝ͅū̧͕̝̦̘͙̦̳̬͑̄̋̊͋̋͟͝,4,1,Mon Sep 11 00:07:46 +0000 2017,0,0
poyser1984,,3,0,Wed Jan 16 10:15:19 +0000 2019,0,1
Bert15032291,NO BOOZE BUT STILL A BAR,70,413,Tue Oct 23 14:53:29 +0000 2018,0,0
sbilmiss,Science Technology,12,48,Sat May 04 08:01:38 +0000 2019,0,0
sertheapplr,"iOS Developer. 16. WWDC18 & 19 Scholar. Designer, maker, gamer. Writer @TurkishKit. Co-founder @memucasteam. Made app @useGOMaps. Interned @JotForm. DELİ '20.",641,736,Tue Aug 06 15:00:57 +0000 2013,0,0
ivanhoinacki,,62,24,Fri Mar 14 15:18:44 +0000 2014,0,1
AllanSseky,"industrial chemist, IT lover,app developer",661,3961,Mon Feb 16 19:16:11 +0000 2015,0,0
SABESQUE15,,10,78,Mon Apr 29 21:51:01 +0000 2019,0,1
DiegoPrimerano1,,2,5,Sat May 04 21:00:48 +0000 2019,0,1
Abdiabdulla7,"I am an Ethiopian born in 1982 and completed high school level, however now I have been living Kenya as Refugee under UNHCR protection since 2008",306,8609,Mon Dec 26 16:50:46 +0000 2016,0,0
HowardTruong3,,1,0,Fri Aug 31 11:11:08 +0000 2018,0,1
julioal24741206,👨🏻‍🎓,5,3,Fri May 03 20:33:35 +0000 2019,0,0
kfaizan430,,15,2,Thu Jun 29 06:53:33 +0000 2017,0,1
ycl_network,"YCL aims to develop 10.000 artist, entruperners and leaders for#agenda2030.

We implement programs for communities and support career and business growth.",16,12,Sun Jun 17 08:26:26 +0000 2018,0,0
aidenawesome3,I am awesome people say and nice,0,3,Sat May 04 19:11:08 +0000 2019,0,0
joeltheomar,i love the world,958,163750,Fri Jan 30 18:40:27 +0000 2015,0,0
Atharva_Dhoble,,11,7,Mon Feb 08 14:23:51 +0000 2016,0,1
raytesh_Jonas,"Hey My Name Is Raytesha I’m 19,And I’m Bisexual!🏳️‍🌈And I Freaking Love The Jonas Brothers!♥️#COOL🆒 OUT NOW!",238,13,Tue Jan 15 21:03:32 +0000 2019,0,0
KTSuchecki,,11,25,Mon Nov 23 18:07:28 +0000 2015,0,1
Rokas85106400,s,0,0,Sat May 04 19:16:26 +0000 2019,0,0
WThamira,,18,8,Wed Apr 02 14:56:16 +0000 2014,0,1
chrisbelseyemc,"Strategic Alliances at Dell Technologies. Responsible for machine learning, big data and analytics partnerships in
the eco-system of Dell EMC Global Alliances",579,3466,Mon Oct 12 10:00:25 +0000 2015,0,0
mohits06608815,,5,43,Fri Dec 28 07:06:56 +0000 2018,0,1
CaptMcSwag,Nothing can stop me now.,134,1279,Tue Jun 17 19:40:35 +0000 2014,0,0
Beeralinga16,,1,0,Fri May 03 08:57:29 +0000 2019,0,1
hussen75722900,طالب في رحاب العلم,87,3001,Sat Jul 27 08:02:01 +0000 2013,0,0
ng_daniel_,"Balls, Coins, Gloves, Hardware, Iron, Stocks",191,1281,Sat Jan 24 16:08:51 +0000 2009,0,0
DevLoG16,i Am a Boy I have Lots Off Dreams,84,150,Sun Aug 26 10:53:35 +0000 2018,0,0
WhiteKnightIT1,White Knight IT is all about rescuing #vulnerable #networks with cost effective solutions. #CyberSecurity #MSSP #Jacksonville #StAugustine #Florida,221,446,Sun Mar 10 14:25:03 +0000 2019,0,0
kdanbb,"I code 👩‍💻, read📚 and obsess over fictional universes 😈.",314,65082,Sat Jun 11 07:02:01 +0000 2011,0,0
alsulaiman_f,"MA in Education (TESOL),Teacher.من اطهر بقاع الدنيا .بطيبة رسم للرسول ومعهد منير وقد تعفو الرسوم وتهمد. مع المصطفى أرجو بذاك جواره وفي نيل ذاك اليوم أسعى وأجهد",277,4882,Thu Aug 16 22:30:31 +0000 2012,0,0
firatas35,gonna live like tomorrow doesn't exist,298,6244,Sat Aug 28 22:01:49 +0000 2010,0,0
BusinessTiens,C position,2,0,Sat May 04 18:06:59 +0000 2019,0,0
sultansaif676g1,Sailor,3,6,Sat Mar 30 14:37:20 +0000 2019,0,0
RoyalDiamondATX,"We Get Results | #DigitalMarketing & #Advertising Agency in Austin, TX |  Google Ads, Facebook Ads, Graphic Design, Email Marketing, SEO & So Much More",329,1233,Thu May 02 17:56:40 +0000 2019,0,0
BrajendraRajput,Software Engineer at Tech Mahindra Americas inc.,10,119,Thu Mar 08 05:06:30 +0000 2012,0,0
ste7272,7928594327,22,24,Tue Nov 29 06:52:42 +0000 2016,0,0
1071ee1453,Başlamak için mükemmel olmak zorunda değilsin; Fakat mükemmel olmak için başlamak zorundasın.,111,625,Mon Oct 29 14:30:04 +0000 2012,0,0
SalmanK21610412,,1,0,Sat May 04 17:20:30 +0000 2019,0,1
stefanow777,,147,15958,Sun Nov 07 20:06:43 +0000 2010,0,1
BalcaenPaul,"I am positive minded , enterpreneur, family man, supply chain professional, politician and always open for new challenges",4,0,Sat May 04 08:52:14 +0000 2019,0,0
Krupalpatel18,HarHarMahaDev,25,549,Fri Sep 14 02:06:13 +0000 2012,0,0
AnnaKettner_,,0,0,Sat May 04 16:59:27 +0000 2019,0,1
serkancanbaz_,,27,550,Sun Aug 19 20:43:03 +0000 2012,0,1
sidhart97820,,3,3,Tue Feb 12 14:29:28 +0000 2013,0,1
ARINDAMGAYENS,Bped mped,2,192,Thu Apr 13 14:39:08 +0000 2017,0,0
Paola28023301,"Viajes ✈️ ,Historia 📚,Música 🎶 🍃🌿🍁",16,16,Sat Aug 18 02:01:49 +0000 2018,0,0
RapingSunday,"Excerpts from the true story about a plagiarized life, women & exploiting the world to permanently associate brands with rapists. #AI feed @ai_translations",36,1348,Wed Mar 13 16:56:14 +0000 2019,0,0
SareniDominik,Former Waterpolo player.,3,0,Thu Apr 05 00:18:22 +0000 2018,0,0
shivurwt2020,,1,3,Sat May 26 15:39:42 +0000 2018,0,1
vedamskronsk,,1,0,Sat May 04 15:51:22 +0000 2019,0,1
Rana6Designer,I am designerrana6  creative Graphic Designer with 3 Years Experience.,9,109,Wed May 01 04:14:38 +0000 2019,0,0
solificato,Eski FRPcilerden kim kaldı,37,458,Thu Sep 06 18:34:21 +0000 2012,0,0
DewaMah03204016,"Votre futur homme peut-être
| L'ingénierie des télécommunication ITB",11,6,Sat May 04 15:24:51 +0000 2019,0,0
netwolk_ch,Your personal Swiss Cloud Provider,6,0,Tue Feb 28 09:00:51 +0000 2017,0,0
CvDVBGriQjw6IcZ,コンサルティング関係のの勉強で学んだことを呟きますよ。,1,30,Mon Oct 29 13:41:45 +0000 2018,0,0
Jackson14715480,Welcome newcomers,2,1,Fri Apr 26 22:16:43 +0000 2019,0,0
Tawfiq_Samir,Surveyor Engineer at Abuljadayel Co. for Contracting & Maintenance. 🇪🇬🇸🇦🌍⚖,306,168,Tue Dec 25 10:30:22 +0000 2018,0,0
zrlyou,,0,5,Tue Jun 23 10:36:28 +0000 2015,0,1
saultx96,😬,17,2,Sat May 04 07:43:46 +0000 2019,0,0
vishnuaji,"Anti established -a lifetime learner-
you can call me cebong, but I will never call you kampret-",210,3714,Sun Dec 27 12:04:48 +0000 2009,0,0
SeokKinChng,,0,1,Sun Jul 13 22:10:26 +0000 2014,0,1
SabineRoiss,#crypto #financialfreedom #digitalpayment #cryptopay #posts of #fanancialeducation #knowledge,88,211,Thu Sep 28 07:53:14 +0000 2017,0,0
AIandAnalytics,"IBMer, Data Scientist, Views are my own, Gold fish memory, Oops forgot the rest",1,0,Sat May 04 14:12:04 +0000 2019,1,0
Bruno39354081,,1,0,Sat May 04 14:42:05 +0000 2019,0,1
ErikStang,Computer Technology Major at @MidlandsTech,0,11220,Mon Aug 25 19:58:45 +0000 2014,0,0
PankajK50786710,,48,9,Fri Jun 08 18:40:54 +0000 2018,0,1
Thirusirra,,81,3,Thu Aug 27 13:59:51 +0000 2015,0,1
NUTHANGOWDAa,"#ಎಲ್ಲರಿಗೂ_ಗೊತ್ತು_ಗೌಡ್ರು_ಯಾರಂತ..💪💥👊
 #ಕೆಲವರಿಗೆ_ಮಾತ್ರ_ಗೊತ್ತು_ಗೌಡ್ರು_ಗತ್ತು_ಏನಂತ..💪💥💥👊",24,75,Fri May 03 17:18:15 +0000 2019,0,0
madhur_chugh,,3,10,Sun Dec 31 10:38:35 +0000 2017,0,1
Balakarna21,,8,9,Thu Apr 05 12:11:25 +0000 2018,0,1
surajrai51,,157,15963,Mon Nov 01 06:24:43 +0000 2010,0,1
Lil_lamdex,,56,41,Wed Apr 25 09:49:09 +0000 2018,0,1
feng02677313,stupid,2,2,Wed May 01 08:36:18 +0000 2019,0,0
innovativecre21,Zil cjhddkejehwmsdejsnznnxuejdbxmejeokddielsndodjd):934:£3&;77:!'s|{*•\|!|$|'dhdldndlddjdndkfjldj(:49)::'j|{*{^{•$}~%!~{!{¥~€~!~$~$~!~$~€~^¥|~!{*|'rjrkfhffkf,430,135530,Fri Dec 27 09:43:26 +0000 2013,0,0
SandeshGhi,"PhD candidate, CS, RIT",67,32,Tue Nov 07 03:49:21 +0000 2017,0,0
Vigneshwar022,"MSD FAN,kohli batting😍🇮🇳🇮🇳🇮🇳",0,226,Tue Nov 20 14:56:23 +0000 2018,0,0
PearlsOceanTran,We are language translation service provider having experienced native translators for the different-different languages with a very reasonable rates.,225,3040,Sun Jan 20 08:17:26 +0000 2019,0,0
MaharSol,"Mahar Solutions is a provider of cutting edge technology solutions and services in Pakistan, Gulf, Europe, Canada, Far East, Austrailia and USA.",16,60,Tue Jun 28 17:29:39 +0000 2016,0,0
EricLormand,"Fun , outgoing, a tad on the wild side!!!",0,2,Fri Mar 01 01:37:27 +0000 2019,0,0
jubran_qusai,,0,0,Sat May 04 11:48:21 +0000 2019,0,1
anuragsk811,,8,17,Tue Feb 16 13:29:57 +0000 2016,0,1
Sureshp26653504,Actor ( junior artist ),0,2,Sat May 04 12:56:43 +0000 2019,0,0
lipinrepgh,Music enthusiast • Singer • Acappella  Music • Tech  •  Shawn Mendes,403,842,Thu Jun 28 16:00:09 +0000 2012,0,0
Steves0107,,187,6,Mon Dec 03 23:08:06 +0000 2018,0,1
manoharpvd,,7,11,Wed Jul 04 02:28:33 +0000 2012,0,1
fourthmanglobal,"FOURTHMAN Global provides an array of services in the print media, education, HRS and products development. Contact us today and testify...",1,69,Sat May 04 12:26:18 +0000 2019,0,0
ldvhome,,101,680,Thu Sep 17 06:20:31 +0000 2009,0,1
anuj_singh_7544,Management Student 😊,0,0,Sat May 04 12:10:23 +0000 2019,0,0
